DATA INICIAL,DATA FINAL,REGIAO,ESTADO,PRODUTO,NUMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MEDIO REVENDA,DESVIO PADRAO REVENDA,PRECO MINIMO REVENDA,PRECO MAXIMO REVENDA,MARGEM MEDIA REVENDA,COEF DE VARIACAO REVENDA,PRECO MEDIO DISTRIBUICAO,DESVIO PADRAO DISTRIBUICAO,PREÇO MINIMO DISTRIBUICAO,PRECO MAXIMO DISTRIBUICAO,COEF DE VARIACAO DISTRIBUICAO
10/02/2013,16/02/2013,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,969,R$/l,2.125,0.100,1.879,2.499,0.272,0.047,1.853,0.092,1.581,2.169,0.050
10/02/2013,16/02/2013,NORTE,PARA,ETANOL HIDRATADO,87,R$/l,2.474,0.178,2.090,3.000,0.315,0.072,2.159,0.139,1.777,2.346,0.064
10/02/2013,16/02/2013,NORDESTE,PARAIBA,ETANOL HIDRATADO,116,R$/l,2.197,0.073,1.977,2.390,0.234,0.033,1.963,0.065,1.798,2.100,0.033
10/02/2013,16/02/2013,SUL,PARANA,ETANOL HIDRATADO,566,R$/l,2.008,0.078,1.790,2.290,0.271,0.039,1.737,0.060,1.570,1.920,0.035
10/02/2013,16/02/2013,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,317,R$/l,2.231,0.122,2.020,2.680,0.264,0.055,1.967,0.089,1.710,2.188,0.045
10/02/2013,16/02/2013,NORDESTE,PIAUI,ETANOL HIDRATADO,66,R$/l,2.354,0.079,2.220,2.590,0.181,0.034,2.173,0.058,2.072,2.222,0.027
10/02/2013,16/02/2013,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,715,R$/l,2.254,0.188,1.889,2.749,0.329,0.083,1.925,0.201,1.370,2.515,0.104
10/02/2013,16/02/2013,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,106,R$/l,2.354,0.053,2.200,2.430,0.240,0.023,2.114,0.095,1.956,2.276,0.045
10/02/2013,16/02/2013,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,533,R$/l,2.403,0.114,2.159,2.960,0.270,0.047,2.133,0.067,1.819,2.302,0.031
10/02/2013,16/02/2013,NORTE,RONDONIA,ETANOL HIDRATADO,84,R$/l,2.376,0.074,2.220,2.550,0.268,0.031,2.108,0.077,1.982,2.236,0.037
10/02/2013,16/02/2013,NORTE,RORAIMA,ETANOL HIDRATADO,15,R$/l,2.578,0.047,2.550,2.669,0.334,0.018,2.244,0.091,2.100,2.466,0.041
10/02/2013,16/02/2013,SUL,SANTA CATARINA,ETANOL HIDRATADO,369,R$/l,2.408,0.074,2.175,2.599,0.308,0.031,2.100,0.098,1.695,2.219,0.047
10/02/2013,16/02/2013,SUDESTE,SAO PAULO,ETANOL HIDRATADO,2382,R$/l,1.861,0.096,1.589,2.199,0.255,0.052,1.606,0.073,1.300,1.820,0.045
10/02/2013,16/02/2013,NORDESTE,SERGIPE,ETANOL HIDRATADO,48,R$/l,2.398,0.070,2.249,2.510,0.287,0.029,2.111,0.052,2.030,2.219,0.025
10/02/2013,16/02/2013,NORTE,TOCANTINS,ETANOL HIDRATADO,60,R$/l,2.185,0.068,1.999,2.390,0.316,0.031,1.869,0.186,1.564,2.143,0.100
10/02/2013,16/02/2013,NORTE,ACRE,GASOLINA COMUM,53,R$/l,3.250,0.092,3.150,3.500,0.607,0.028,2.643,0.110,2.554,2.837,0.042
10/02/2013,16/02/2013,NORDESTE,ALAGOAS,GASOLINA COMUM,95,R$/l,2.939,0.088,2.630,3.079,0.555,0.030,2.384,0.036,2.323,2.488,0.015
10/02/2013,16/02/2013,NORTE,AMAPA,GASOLINA COMUM,34,R$/l,2.925,0.144,2.740,3.280,0.399,0.049,2.526,0.086,2.407,2.717,0.034
10/02/2013,16/02/2013,NORTE,AMAZONAS,GASOLINA COMUM,121,R$/l,3.000,0.171,2.840,3.580,0.471,0.057,2.529,0.066,2.300,2.640,0.026
10/02/2013,16/02/2013,NORDESTE,BAHIA,GASOLINA COMUM,423,R$/l,2.971,0.085,2.699,3.199,0.504,0.029,2.467,0.082,2.270,2.714,0.033
10/02/2013,16/02/2013,NORDESTE,CEARA,GASOLINA COMUM,229,R$/l,2.903,0.090,2.690,3.150,0.442,0.031,2.461,0.033,2.318,2.568,0.013
10/02/2013,16/02/2013,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,80,R$/l,2.991,0.013,2.960,3.090,0.490,0.004,2.501,0.115,2.292,2.775,0.046
10/02/2013,16/02/2013,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,190,R$/l,2.932,0.089,2.790,3.190,0.342,0.030,2.590,0.074,2.430,2.792,0.029
10/02/2013,16/02/2013,CENTRO OESTE,GOIAS,GASOLINA COMUM,253,R$/l,2.909,0.110,2.699,3.290,0.383,0.038,2.526,0.057,2.399,2.761,0.023
10/02/2013,16/02/2013,NORDESTE,MARANHAO,GASOLINA COMUM,148,R$/l,2.883,0.108,2.650,3.260,0.364,0.037,2.519,0.121,2.370,2.899,0.048
10/02/2013,16/02/2013,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,140,R$/l,3.050,0.113,2.840,3.350,0.469,0.037,2.581,0.073,2.390,2.706,0.028
10/02/2013,16/02/2013,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,129,R$/l,2.999,0.111,2.799,3.199,0.490,0.037,2.509,0.052,2.325,2.670,0.021
10/02/2013,16/02/2013,SUDESTE,MINAS GERAIS,GASOLINA COMUM,980,R$/l,2.939,0.110,2.499,3.200,0.428,0.037,2.511,0.076,2.337,2.850,0.030
10/02/2013,16/02/2013,NORTE,PARA,GASOLINA COMUM,195,R$/l,2.977,0.199,2.620,3.580,0.381,0.067,2.596,0.093,2.456,2.797,0.036
10/02/2013,16/02/2013,NORDESTE,PARAIBA,GASOLINA COMUM,125,R$/l,2.763,0.086,2.590,2.900,0.389,0.031,2.374,0.061,2.250,2.476,0.026
10/02/2013,16/02/2013,SUL,PARANA,GASOLINA COMUM,565,R$/l,2.941,0.085,2.679,3.150,0.471,0.029,2.470,0.057,2.310,2.599,0.023
10/02/2013,16/02/2013,NORDESTE,PERNAMBUCO,GASOLINA COMUM,332,R$/l,2.867,0.113,2.520,3.183,0.454,0.039,2.413,0.070,2.250,2.616,0.029
10/02/2013,16/02/2013,NORDESTE,PIAUI,GASOLINA COMUM,102,R$/l,2.752,0.071,2.550,2.980,0.381,0.026,2.371,0.058,2.266,2.470,0.024
10/02/2013,16/02/2013,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,3.006,0.119,2.769,3.899,0.400,0.040,2.606,0.063,2.360,2.762,0.024
10/02/2013,16/02/2013,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,113,R$/l,2.870,0.067,2.750,2.990,0.401,0.023,2.469,0.044,2.373,2.562,0.018
10/02/2013,16/02/2013,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,618,R$/l,2.908,0.102,2.670,3.320,0.441,0.035,2.467,0.055,2.320,2.659,0.022
10/02/2013,16/02/2013,NORTE,RONDONIA,GASOLINA COMUM,100,R$/l,3.047,0.059,2.979,3.260,0.489,0.019,2.558,0.056,2.446,2.712,0.022
10/02/2013,16/02/2013,NORTE,RORAIMA,GASOLINA COMUM,34,R$/l,3.016,0.042,2.990,3.200,0.526,0.014,2.490,0.061,2.450,2.681,0.024
10/02/2013,16/02/2013,SUL,SANTA CATARINA,GASOLINA COMUM,386,R$/l,2.905,0.088,2.599,3.188,0.463,0.030,2.442,0.049,2.265,2.525,0.020
10/02/2013,16/02/2013,SUDESTE,SAO PAULO,GASOLINA COMUM,2374,R$/l,2.765,0.108,2.439,3.060,0.395,0.039,2.370,0.070,2.125,2.965,0.030
10/02/2013,16/02/2013,NORDESTE,SERGIPE,GASOLINA COMUM,55,R$/l,2.939,0.056,2.729,2.999,0.432,0.019,2.507,0.044,2.373,2.572,0.018
10/02/2013,16/02/2013,NORTE,TOCANTINS,GASOLINA COMUM,60,R$/l,3.072,0.051,2.940,3.120,0.552,0.017,2.520,0.089,2.457,2.691,0.035
10/02/2013,16/02/2013,NORTE,ACRE,GLP,88,R$/13Kg,46.659,1.765,44.000,52.000,6.734,0.038,39.925,0.974,37.500,40.980,0.024
10/02/2013,16/02/2013,NORDESTE,ALAGOAS,GLP,38,R$/13Kg,39.408,1.580,35.000,40.000,13.858,0.040,25.550,0.747,24.500,26.300,0.029
10/02/2013,16/02/2013,NORTE,AMAPA,GLP,26,R$/13Kg,43.025,5.401,40.000,62.000,8.362,0.126,34.663,0.106,34.500,34.800,0.003
10/02/2013,16/02/2013,NORTE,AMAZONAS,GLP,177,R$/13Kg,40.322,1.739,33.000,46.000,6.159,0.043,34.163,2.060,19.170,36.430,0.060
10/02/2013,16/02/2013,NORDESTE,BAHIA,GLP,312,R$/13Kg,37.666,3.670,27.000,45.000,10.950,0.097,26.716,2.330,21.710,35.000,0.087
10/02/2013,16/02/2013,NORDESTE,CEARA,GLP,265,R$/13Kg,41.260,3.621,32.000,47.000,0,0.088,0,0,0,0,0
10/02/2013,16/02/2013,CENTRO OESTE,DISTRITO FEDERAL,GLP,118,R$/13Kg,37.424,0.672,36.000,39.000,5.934,0.018,31.490,0.242,31.200,31.800,0.008
10/02/2013,16/02/2013,SUDESTE,ESPIRITO SANTO,GLP,168,R$/13Kg,36.422,1.337,33.000,40.000,8.020,0.037,28.402,1.074,26.500,31.000,0.038
10/02/2013,16/02/2013,CENTRO OESTE,GOIAS,GLP,488,R$/13Kg,40.313,2.302,36.000,45.000,6.923,0.057,33.390,1.905,28.000,38.000,0.057
10/02/2013,16/02/2013,NORDESTE,MARANHAO,GLP,117,R$/13Kg,44.382,3.590,37.000,50.000,9.058,0.081,35.324,3.434,29.000,41.000,0.097
10/02/2013,16/02/2013,CENTRO OESTE,MATO GROSSO,GLP,114,R$/13Kg,49.121,2.879,43.000,59.000,9.955,0.059,39.166,3.469,30.050,45.000,0.089
10/02/2013,16/02/2013,CENTRO OESTE,MATO GROSSO DO SUL,GLP,210,R$/13Kg,47.899,3.934,40.000,55.000,8.143,0.082,39.756,4.096,28.800,43.600,0.103
10/02/2013,16/02/2013,SUDESTE,MINAS GERAIS,GLP,1009,R$/13Kg,42.690,3.244,30.000,53.000,10.329,0.076,32.361,3.094,14.663,39.000,0.096
10/02/2013,16/02/2013,NORTE,PARA,GLP,216,R$/13Kg,42.197,3.661,35.000,59.000,12.103,0.087,30.094,2.592,27.000,39.000,0.086
10/02/2013,16/02/2013,NORDESTE,PARAIBA,GLP,113,R$/13Kg,35.486,1.599,31.000,38.000,6.834,0.045,28.652,1.817,23.000,32.240,0.063
10/02/2013,16/02/2013,SUL,PARANA,GLP,674,R$/13Kg,40.227,3.537,34.900,50.000,10.153,0.088,30.074,2.761,25.000,38.000,0.092
10/02/2013,16/02/2013,NORDESTE,PERNAMBUCO,GLP,279,R$/13Kg,36.152,1.999,30.000,42.000,7.814,0.055,28.338,2.793,21.800,34.320,0.099
10/02/2013,16/02/2013,NORDESTE,PIAUI,GLP,67,R$/13Kg,40.577,2.238,34.990,45.000,4.037,0.055,36.540,0.000,36.540,36.540,0.000
10/02/2013,16/02/2013,SUDESTE,RIO DE JANEIRO,GLP,293,R$/13Kg,38.234,3.208,28.900,46.000,11.321,0.084,26.913,2.716,21.190,34.360,0.101
10/02/2013,16/02/2013,NORDESTE,RIO GRANDE DO NORTE,GLP,68,R$/13Kg,40.227,2.202,36.000,45.000,0,0.055,0,0,0,0,0
10/02/2013,16/02/2013,SUL,RIO GRANDE DO SUL,GLP,721,R$/13Kg,42.127,3.081,31.000,50.000,10.367,0.073,31.760,3.011,16.140,40.500,0.095
10/02/2013,16/02/2013,NORTE,RONDONIA,GLP,99,R$/13Kg,40.408,2.453,37.000,46.000,5.490,0.061,34.918,1.613,32.900,37.500,0.046
10/02/2013,16/02/2013,NORTE,RORAIMA,GLP,31,R$/13Kg,46.037,1.607,42.000,48.000,5.857,0.035,40.180,0.000,40.180,40.180,0.000
10/02/2013,16/02/2013,SUL,SANTA CATARINA,GLP,237,R$/13Kg,42.448,2.688,36.000,50.000,9.600,0.063,32.848,1.673,28.500,35.700,0.051
10/02/2013,16/02/2013,SUDESTE,SAO PAULO,GLP,1986,R$/13Kg,40.732,3.109,30.000,50.000,12.643,0.076,28.089,3.211,17.200,39.990,0.114
10/02/2013,16/02/2013,NORDESTE,SERGIPE,GLP,41,R$/13Kg,38.218,1.828,34.000,42.000,13.111,0.048,25.107,3.591,24.280,33.590,0.143
