DATA INICIAL,DATA FINAL,REGIAO,ESTADO,PRODUTO,NUMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MEDIO REVENDA,DESVIO PADRAO REVENDA,PRECO MINIMO REVENDA,PRECO MAXIMO REVENDA,MARGEM MEDIA REVENDA,COEF DE VARIACAO REVENDA,PRECO MEDIO DISTRIBUICAO,DESVIO PADRAO DISTRIBUICAO,PREÇO MINIMO DISTRIBUICAO,PRECO MAXIMO DISTRIBUICAO,COEF DE VARIACAO DISTRIBUICAO
03/02/2013,09/02/2013,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,129,R$/l,2.148,0.144,1.970,2.499,0.302,0.067,1.846,0.066,1.668,2.023,0.036
03/02/2013,09/02/2013,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,971,R$/l,2.116,0.104,1.860,2.499,0.271,0.049,1.845,0.102,1.510,2.169,0.055
03/02/2013,09/02/2013,NORTE,PARA,ETANOL HIDRATADO,86,R$/l,2.462,0.173,2.090,3.000,0.311,0.070,2.151,0.125,1.777,2.298,0.058
03/02/2013,09/02/2013,NORDESTE,PARAIBA,ETANOL HIDRATADO,117,R$/l,2.195,0.067,1.977,2.380,0.232,0.031,1.963,0.070,1.798,2.118,0.036
03/02/2013,09/02/2013,SUL,PARANA,ETANOL HIDRATADO,568,R$/l,2.004,0.083,1.790,2.290,0.264,0.041,1.740,0.055,1.568,1.948,0.032
03/02/2013,09/02/2013,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,323,R$/l,2.234,0.126,1.990,2.680,0.270,0.056,1.964,0.105,1.750,2.262,0.053
03/02/2013,09/02/2013,NORDESTE,PIAUI,ETANOL HIDRATADO,66,R$/l,2.351,0.080,2.220,2.590,0.217,0.034,2.134,0.084,1.907,2.178,0.039
03/02/2013,09/02/2013,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,719,R$/l,2.267,0.183,1.889,2.749,0.340,0.081,1.927,0.190,1.501,2.300,0.099
03/02/2013,09/02/2013,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,108,R$/l,2.364,0.056,2.180,2.450,0.303,0.024,2.061,0.106,1.736,2.220,0.051
03/02/2013,09/02/2013,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,537,R$/l,2.396,0.117,2.159,2.960,0.294,0.049,2.102,0.081,1.806,2.596,0.039
03/02/2013,09/02/2013,NORTE,RONDONIA,ETANOL HIDRATADO,86,R$/l,2.388,0.068,2.220,2.550,0.288,0.028,2.100,0.094,1.933,2.234,0.045
03/02/2013,09/02/2013,NORTE,RORAIMA,ETANOL HIDRATADO,15,R$/l,2.585,0.092,2.290,2.669,0.310,0.036,2.275,0.129,1.990,2.466,0.057
03/02/2013,09/02/2013,SUL,SANTA CATARINA,ETANOL HIDRATADO,369,R$/l,2.387,0.083,2.090,2.649,0.301,0.035,2.086,0.078,1.930,2.267,0.037
03/02/2013,09/02/2013,SUDESTE,SAO PAULO,ETANOL HIDRATADO,2380,R$/l,1.845,0.099,1.480,2.199,0.266,0.054,1.579,0.075,1.300,1.820,0.047
03/02/2013,09/02/2013,NORDESTE,SERGIPE,ETANOL HIDRATADO,48,R$/l,2.399,0.066,2.270,2.510,0.297,0.028,2.102,0.065,1.909,2.219,0.031
03/02/2013,09/02/2013,NORTE,TOCANTINS,ETANOL HIDRATADO,60,R$/l,2.187,0.067,1.999,2.390,0.421,0.031,1.766,0.156,1.547,1.936,0.088
03/02/2013,09/02/2013,NORTE,ACRE,GASOLINA COMUM,51,R$/l,3.239,0.093,3.080,3.490,0.602,0.029,2.637,0.099,2.500,2.890,0.038
03/02/2013,09/02/2013,NORDESTE,ALAGOAS,GASOLINA COMUM,95,R$/l,2.912,0.093,2.690,3.079,0.480,0.032,2.432,0.054,2.327,2.618,0.022
03/02/2013,09/02/2013,NORTE,AMAPA,GASOLINA COMUM,34,R$/l,2.926,0.142,2.740,3.280,0.449,0.049,2.477,0.066,2.338,2.510,0.027
03/02/2013,09/02/2013,NORTE,AMAZONAS,GASOLINA COMUM,121,R$/l,2.991,0.179,2.830,3.580,0.469,0.060,2.522,0.069,2.300,2.666,0.027
03/02/2013,09/02/2013,NORDESTE,BAHIA,GASOLINA COMUM,422,R$/l,2.969,0.101,2.730,3.250,0.551,0.034,2.418,0.093,2.245,2.714,0.038
03/02/2013,09/02/2013,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.868,0.116,2.610,3.150,0.420,0.040,2.448,0.044,2.278,2.565,0.018
03/02/2013,09/02/2013,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,80,R$/l,2.988,0.015,2.949,3.090,0.532,0.005,2.456,0.115,2.292,2.775,0.047
03/02/2013,09/02/2013,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,189,R$/l,2.936,0.080,2.790,3.160,0.359,0.027,2.577,0.080,2.390,2.779,0.031
03/02/2013,09/02/2013,CENTRO OESTE,GOIAS,GASOLINA COMUM,253,R$/l,2.902,0.119,2.590,3.290,0.382,0.041,2.520,0.062,2.380,2.761,0.025
03/02/2013,09/02/2013,NORDESTE,MARANHAO,GASOLINA COMUM,149,R$/l,2.888,0.109,2.650,3.260,0.372,0.038,2.516,0.125,2.365,2.899,0.050
03/02/2013,09/02/2013,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,140,R$/l,3.042,0.131,2.750,3.350,0.467,0.043,2.575,0.086,2.390,2.706,0.033
03/02/2013,09/02/2013,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,129,R$/l,3.003,0.109,2.759,3.199,0.510,0.036,2.493,0.063,2.325,2.877,0.025
03/02/2013,09/02/2013,SUDESTE,MINAS GERAIS,GASOLINA COMUM,981,R$/l,2.911,0.121,2.589,3.200,0.425,0.042,2.486,0.091,2.310,2.920,0.037
03/02/2013,09/02/2013,NORTE,PARA,GASOLINA COMUM,195,R$/l,2.979,0.194,2.620,3.550,0.426,0.065,2.553,0.102,2.360,2.795,0.040
03/02/2013,09/02/2013,NORDESTE,PARAIBA,GASOLINA COMUM,125,R$/l,2.754,0.093,2.580,2.940,0.414,0.034,2.340,0.064,2.227,2.526,0.027
03/02/2013,09/02/2013,SUL,PARANA,GASOLINA COMUM,565,R$/l,2.931,0.087,2.679,3.199,0.485,0.030,2.446,0.069,2.179,2.612,0.028
03/02/2013,09/02/2013,NORDESTE,PERNAMBUCO,GASOLINA COMUM,334,R$/l,2.869,0.117,2.520,3.200,0.477,0.041,2.392,0.080,2.250,2.616,0.033
03/02/2013,09/02/2013,NORDESTE,PIAUI,GASOLINA COMUM,102,R$/l,2.747,0.066,2.620,2.980,0.397,0.024,2.350,0.055,2.250,2.461,0.023
03/02/2013,09/02/2013,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,2.995,0.122,2.590,3.899,0.440,0.041,2.555,0.063,2.351,2.816,0.025
03/02/2013,09/02/2013,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,113,R$/l,2.879,0.066,2.750,2.999,0.447,0.023,2.432,0.067,2.319,2.563,0.028
03/02/2013,09/02/2013,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,615,R$/l,2.902,0.105,2.449,3.320,0.445,0.036,2.457,0.069,2.270,2.738,0.028
03/02/2013,09/02/2013,NORTE,RONDONIA,GASOLINA COMUM,101,R$/l,3.050,0.057,2.950,3.200,0.504,0.019,2.546,0.062,2.479,2.709,0.024
03/02/2013,09/02/2013,NORTE,RORAIMA,GASOLINA COMUM,34,R$/l,3.014,0.041,2.940,3.200,0.562,0.014,2.452,0.057,2.360,2.590,0.023
03/02/2013,09/02/2013,SUL,SANTA CATARINA,GASOLINA COMUM,386,R$/l,2.862,0.106,2.529,3.130,0.456,0.037,2.406,0.062,2.245,2.615,0.026
03/02/2013,09/02/2013,SUDESTE,SAO PAULO,GASOLINA COMUM,2375,R$/l,2.762,0.111,2.390,3.060,0.409,0.040,2.353,0.082,2.095,2.585,0.035
03/02/2013,09/02/2013,NORDESTE,SERGIPE,GASOLINA COMUM,55,R$/l,2.944,0.050,2.840,2.999,0.465,0.017,2.479,0.056,2.373,2.572,0.023
03/02/2013,09/02/2013,NORTE,TOCANTINS,GASOLINA COMUM,60,R$/l,3.064,0.054,2.940,3.100,0.573,0.018,2.491,0.093,2.369,2.685,0.037
03/02/2013,09/02/2013,NORTE,ACRE,GLP,90,R$/13Kg,46.396,1.810,44.000,52.000,6.071,0.039,40.325,0.911,37.500,40.980,0.023
03/02/2013,09/02/2013,NORDESTE,ALAGOAS,GLP,38,R$/13Kg,38.809,1.853,34.000,40.000,13.662,0.048,25.147,0.887,24.500,26.900,0.035
03/02/2013,09/02/2013,NORTE,AMAPA,GLP,26,R$/13Kg,42.977,5.428,40.000,62.000,8.213,0.126,34.764,0.613,34.500,36.590,0.018
03/02/2013,09/02/2013,NORTE,AMAZONAS,GLP,178,R$/13Kg,39.508,1.771,32.000,45.000,5.629,0.045,33.879,2.492,19.170,34.620,0.074
03/02/2013,09/02/2013,NORDESTE,BAHIA,GLP,311,R$/13Kg,37.707,3.581,27.000,45.000,11.080,0.095,26.627,2.614,21.600,35.000,0.098
03/02/2013,09/02/2013,NORDESTE,CEARA,GLP,264,R$/13Kg,41.371,3.870,32.000,47.000,0,0.094,0,0,0,0,0
03/02/2013,09/02/2013,CENTRO OESTE,DISTRITO FEDERAL,GLP,118,R$/13Kg,37.449,0.661,36.000,39.000,6.086,0.018,31.363,0.213,31.200,31.800,0.007
03/02/2013,09/02/2013,SUDESTE,ESPIRITO SANTO,GLP,168,R$/13Kg,36.549,1.267,33.000,40.000,8.199,0.035,28.350,1.188,23.050,31.000,0.042
03/02/2013,09/02/2013,CENTRO OESTE,GOIAS,GLP,489,R$/13Kg,40.287,2.296,36.000,45.000,6.840,0.057,33.447,1.847,28.250,39.900,0.055
03/02/2013,09/02/2013,NORDESTE,MARANHAO,GLP,117,R$/13Kg,44.320,3.495,37.000,49.000,8.189,0.079,36.131,2.994,29.000,41.000,0.083
03/02/2013,09/02/2013,CENTRO OESTE,MATO GROSSO,GLP,114,R$/13Kg,49.099,2.860,43.000,59.000,8.861,0.058,40.238,2.070,38.000,45.000,0.051
03/02/2013,09/02/2013,CENTRO OESTE,MATO GROSSO DO SUL,GLP,211,R$/13Kg,47.654,3.631,40.000,56.000,9.406,0.076,38.248,4.190,28.800,43.600,0.110
03/02/2013,09/02/2013,SUDESTE,MINAS GERAIS,GLP,1014,R$/13Kg,42.711,3.205,34.000,53.000,10.256,0.075,32.455,2.967,21.850,39.000,0.091
03/02/2013,09/02/2013,NORTE,PARA,GLP,216,R$/13Kg,42.202,3.551,35.000,52.000,12.603,0.084,29.599,1.308,27.000,32.000,0.044
03/02/2013,09/02/2013,NORDESTE,PARAIBA,GLP,115,R$/13Kg,35.357,1.669,31.000,38.000,6.731,0.047,28.626,1.995,23.010,32.810,0.070
03/02/2013,09/02/2013,SUL,PARANA,GLP,672,R$/13Kg,39.992,3.390,33.600,50.000,9.963,0.085,30.029,2.875,23.900,37.000,0.096
03/02/2013,09/02/2013,NORDESTE,PERNAMBUCO,GLP,279,R$/13Kg,35.982,1.914,30.000,42.000,8.173,0.053,27.809,2.525,21.800,33.000,0.091
03/02/2013,09/02/2013,NORDESTE,PIAUI,GLP,67,R$/13Kg,40.305,2.346,34.990,45.000,7.018,0.058,33.287,6.042,26.000,36.540,0.182
03/02/2013,09/02/2013,SUDESTE,RIO DE JANEIRO,GLP,294,R$/13Kg,38.066,3.191,28.900,47.300,11.184,0.084,26.882,2.629,21.190,34.360,0.098
03/02/2013,09/02/2013,NORDESTE,RIO GRANDE DO NORTE,GLP,68,R$/13Kg,39.866,2.336,35.000,45.000,0,0.059,0,0,0,0,0
03/02/2013,09/02/2013,SUL,RIO GRANDE DO SUL,GLP,721,R$/13Kg,41.172,2.803,30.000,49.000,9.807,0.068,31.365,2.837,17.930,40.500,0.090
03/02/2013,09/02/2013,NORTE,RONDONIA,GLP,99,R$/13Kg,40.397,2.503,37.000,46.000,5.482,0.062,34.915,1.642,32.900,37.500,0.047
03/02/2013,09/02/2013,NORTE,RORAIMA,GLP,31,R$/13Kg,46.161,1.713,42.000,49.000,5.981,0.037,40.180,0.000,40.180,40.180,0.000
03/02/2013,09/02/2013,SUL,SANTA CATARINA,GLP,234,R$/13Kg,42.227,2.533,35.000,49.900,9.299,0.060,32.928,2.762,28.500,39.000,0.084
03/02/2013,09/02/2013,SUDESTE,SAO PAULO,GLP,1985,R$/13Kg,40.874,3.053,30.000,52.000,12.320,0.075,28.554,3.028,18.500,39.000,0.106
03/02/2013,09/02/2013,NORDESTE,SERGIPE,GLP,41,R$/13Kg,38.270,1.944,33.000,42.000,9.951,0.051,28.319,3.573,26.000,33.590,0.126
03/02/2013,09/02/2013,NORTE,TOCANTINS,GLP,83,R$/13Kg,44.362,0.683,42.000,45.000,7.291,0.015,37.071,0.498,35.900,38.000,0.013
03/02/2013,09/02/2013,NORDESTE,ALAGOAS,GNV,11,R$/m3,1.970,0.054,1.970,2.149,0.548,0.027,1.422,0.146,1.255,1.516,0.103
03/02/2013,09/02/2013,NORTE,AMAZONAS,GNV,1,R$/m3,1.950,0.000,1.950,1.950,0.262,0.000,1.688,0.000,1.688,1.688,0.000
03/02/2013,09/02/2013,NORDESTE,BAHIA,GNV,25,R$/m3,1.742,0.067,1.490,1.790,0.458,0.038,1.284,0.086,1.167,1.527,0.067
03/02/2013,09/02/2013,NORDESTE,CEARA,GNV,17,R$/m3,1.882,0.035,1.780,1.899,0.448,0.019,1.434,0.090,1.364,1.575,0.063
03/02/2013,09/02/2013,SUDESTE,ESPIRITO SANTO,GNV,4,R$/m3,2.349,0.270,1.790,2.350,1.124,0.115,1.225,0.197,1.086,1.364,0.161
03/02/2013,09/02/2013,CENTRO OESTE,MATO GROSSO,GNV,3,R$/m3,1.945,0.049,1.890,1.980,0,0.025,0,0,0,0,0
03/02/2013,09/02/2013,CENTRO OESTE,MATO GROSSO DO SUL,GNV,7,R$/m3,1.946,0.029,1.899,1.959,0,0.015,0,0,0,0,0
03/02/2013,09/02/2013,SUDESTE,MINAS GERAIS,GNV,18,R$/m3,1.714,0.118,1.499,1.960,0.612,0.069,1.102,0.257,1.073,1.437,0.233
03/02/2013,09/02/2013,NORDESTE,PARAIBA,GNV,6,R$/m3,1.779,0.033,1.760,1.840,0.414,0.019,1.365,0.100,1.290,1.480,0.073
03/02/2013,09/02/2013,SUL,PARANA,GNV,9,R$/m3,1.622,0.083,1.499,1.799,0,0.051,0,0,0,0,0
03/02/2013,09/02/2013,NORDESTE,PERNAMBUCO,GNV,38,R$/m3,1.798,0.002,1.789,1.799,0.406,0.001,1.392,0.076,1.199,1.453,0.055
03/02/2013,09/02/2013,SUDESTE,RIO DE JANEIRO,GNV,192,R$/m3,1.683,0.140,1.399,2.199,0.385,0.083,1.298,0.124,1.060,1.552,0.096
03/02/2013,09/02/2013,NORDESTE,RIO GRANDE DO NORTE,GNV,21,R$/m3,1.906,0.049,1.860,2.060,0.568,0.026,1.338,0.107,1.266,1.478,0.080
03/02/2013,09/02/2013,SUL,RIO GRANDE DO SUL,GNV,28,R$/m3,1.980,0.073,1.919,2.339,0.487,0.037,1.493,0.068,1.427,1.603,0.046
03/02/2013,09/02/2013,SUL,SANTA CATARINA,GNV,35,R$/m3,2.004,0.050,1.899,2.100,0.470,0.025,1.534,0.000,1.534,1.534,0.000
03/02/2013,09/02/2013,SUDESTE,SAO PAULO,GNV,85,R$/m3,1.639,0.161,1.449,2.599,0.334,0.098,1.305,0.225,0.952,1.780,0.172
03/02/2013,09/02/2013,NORDESTE,SERGIPE,GNV,11,R$/m3,1.859,0.031,1.790,1.899,0.474,0.017,1.385,0.121,1.248,1.506,0.087
03/02/2013,09/02/2013,NORTE,ACRE,OLEO DIESEL,48,R$/l,2.710,0.108,2.530,2.940,0.379,0.040,2.331,0.110,2.111,2.570,0.047
03/02/2013,09/02/2013,NORDESTE,ALAGOAS,OLEO DIESEL,85,R$/l,2.206,0.046,2.050,2.298,0.260,0.021,1.946,0.040,1.876,2.053,0.021
03/02/2013,09/02/2013,NORTE,AMAPA,OLEO DIESEL,30,R$/l,2.302,0.114,2.180,2.640,0.299,0.050,2.003,0.032,1.949,2.050,0.016
03/02/2013,09/02/2013,NORTE,AMAZONAS,OLEO DIESEL,98,R$/l,2.318,0.144,2.190,2.690,0.256,0.062,2.062,0.056,1.880,2.145,0.027
03/02/2013,09/02/2013,NORDESTE,BAHIA,OLEO DIESEL,372,R$/l,2.211,0.098,1.970,2.499,0.298,0.044,1.913,0.076,1.777,2.145,0.040
03/02/2013,09/02/2013,NORDESTE,CEARA,OLEO DIESEL,124,R$/l,2.304,0.060,2.080,2.390,0.331,0.026,1.973,0.052,1.860,2.050,0.026
03/02/2013,09/02/2013,CENTRO OESTE,DISTRITO FEDERAL,OLEO DIESEL,65,R$/l,2.315,0.019,2.210,2.350,0.355,0.008,1.960,0.042,1.900,2.039,0.021
03/02/2013,09/02/2013,SUDESTE,ESPIRITO SANTO,OLEO DIESEL,174,R$/l,2.272,0.051,2.100,2.390,0.247,0.022,2.025,0.058,1.826,2.168,0.029
03/02/2013,09/02/2013,CENTRO OESTE,GOIAS,OLEO DIESEL,248,R$/l,2.236,0.080,2.059,2.590,0.246,0.036,1.990,0.043,1.900,2.100,0.022
03/02/2013,09/02/2013,NORDESTE,MARANHAO,OLEO DIESEL,140,R$/l,2.197,0.066,2.080,2.510,0.196,0.030,2.001,0.085,1.475,2.121,0.042
03/02/2013,09/02/2013,CENTRO OESTE,MATO GROSSO,OLEO DIESEL,125,R$/l,2.509,0.109,2.270,2.770,0.297,0.043,2.212,0.069,2.071,2.326,0.031
03/02/2013,09/02/2013,CENTRO OESTE,MATO GROSSO DO SUL,OLEO DIESEL,95,R$/l,2.400,0.072,2.200,2.560,0.288,0.030,2.112,0.049,1.931,2.232,0.023
03/02/2013,09/02/2013,SUDESTE,MINAS GERAIS,OLEO DIESEL,821,R$/l,2.251,0.080,1.999,2.570,0.250,0.036,2.001,0.068,1.842,2.229,0.034
03/02/2013,09/02/2013,NORTE,PARA,OLEO DIESEL,133,R$/l,2.429,0.101,2.130,2.680,0.366,0.042,2.063,0.076,1.940,2.199,0.037
03/02/2013,09/02/2013,NORDESTE,PARAIBA,OLEO DIESEL,109,R$/l,2.171,0.062,2.050,2.299,0.252,0.029,1.919,0.051,1.837,2.073,0.027
03/02/2013,09/02/2013,SUL,PARANA,OLEO DIESEL,436,R$/l,2.174,0.066,1.989,2.360,0.247,0.030,1.927,0.062,1.759,2.142,0.032
03/02/2013,09/02/2013,NORDESTE,PERNAMBUCO,OLEO DIESEL,143,R$/l,2.219,0.054,2.080,2.310,0.296,0.024,1.923,0.076,1.828,2.104,0.040
03/02/2013,09/02/2013,NORDESTE,PIAUI,OLEO DIESEL,93,R$/l,2.226,0.060,2.080,2.390,0.225,0.027,2.001,0.039,1.925,2.059,0.019
03/02/2013,09/02/2013,SUDESTE,RIO DE JANEIRO,OLEO DIESEL,567,R$/l,2.209,0.103,1.959,2.720,0.304,0.047,1.905,0.064,1.790,2.224,0.034
03/02/2013,09/02/2013,NORDESTE,RIO GRANDE DO NORTE,OLEO DIESEL,107,R$/l,2.207,0.044,2.150,2.350,0.314,0.020,1.893,0.058,1.780,2.072,0.031
03/02/2013,09/02/2013,SUL,RIO GRANDE DO SUL,OLEO DIESEL,389,R$/l,2.271,0.085,2.060,2.820,0.308,0.037,1.963,0.064,1.792,2.190,0.033
03/02/2013,09/02/2013,NORTE,RONDONIA,OLEO DIESEL,100,R$/l,2.423,0.088,2.239,2.570,0.353,0.036,2.070,0.054,2.009,2.199,0.026
03/02/2013,09/02/2013,NORTE,RORAIMA,OLEO DIESEL,34,R$/l,2.566,0.034,2.530,2.700,0.479,0.013,2.087,0.056,1.980,2.209,0.027
03/02/2013,09/02/2013,SUL,SANTA CATARINA,OLEO DIESEL,293,R$/l,2.238,0.090,1.989,2.559,0.295,0.040,1.943,0.066,1.820,2.067,0.034
03/02/2013,09/02/2013,SUDESTE,SAO PAULO,OLEO DIESEL,1728,R$/l,2.196,0.073,1.960,2.499,0.272,0.033,1.924,0.061,1.747,2.116,0.032
03/02/2013,09/02/2013,NORDESTE,SERGIPE,OLEO DIESEL,40,R$/l,2.267,0.063,2.139,2.399,0.258,0.028,2.009,0.051,1.931,2.083,0.025
03/02/2013,09/02/2013,NORTE,TOCANTINS,OLEO DIESEL,60,R$/l,2.203,0.034,2.120,2.290,0.285,0.015,1.918,0.052,1.860,2.023,0.027
03/02/2013,09/02/2013,NORTE,ACRE,OLEO DIESEL S10,2,R$/l,2.690,0.000,2.690,2.690,0.406,0.000,2.284,0.000,2.284,2.284,0.000
03/02/2013,09/02/2013,NORDESTE,ALAGOAS,OLEO DIESEL S10,22,R$/l,2.310,0.068,2.190,2.390,0.262,0.029,2.048,0.029,2.012,2.084,0.014
03/02/2013,09/02/2013,NORTE,AMAPA,OLEO DIESEL S10,2,R$/l,2.407,0.163,2.390,2.620,0,0.068,0,0,0,0,0
03/02/2013,09/02/2013,NORTE,AMAZONAS,OLEO DIESEL S10,14,R$/l,2.392,0.137,2.280,2.700,0.256,0.057,2.136,0.045,2.055,2.182,0.021
03/02/2013,09/02/2013,NORDESTE,BAHIA,OLEO DIESEL S10,59,R$/l,2.349,0.102,2.169,2.550,0.358,0.043,1.991,0.056,1.906,2.134,0.028
03/02/2013,09/02/2013,NORDESTE,CEARA,OLEO DIESEL S10,107,R$/l,2.261,0.064,2.140,2.470,0.230,0.028,2.031,0.043,1.970,2.145,0.021
03/02/2013,09/02/2013,CENTRO OESTE,DISTRITO FEDERAL,OLEO DIESEL S10,10,R$/l,2.477,0.073,2.320,2.520,0,0.029,0,0,0,0,0
03/02/2013,09/02/2013,SUDESTE,ESPIRITO SANTO,OLEO DIESEL S10,11,R$/l,2.367,0.048,2.280,2.410,0.247,0.020,2.120,0.101,1.955,2.146,0.048
03/02/2013,09/02/2013,CENTRO OESTE,GOIAS,OLEO DIESEL S10,32,R$/l,2.418,0.059,2.290,2.490,0.201,0.024,2.217,0.075,2.080,2.330,0.034
03/02/2013,09/02/2013,NORDESTE,MARANHAO,OLEO DIESEL S10,12,R$/l,2.289,0.070,2.200,2.399,0.169,0.031,2.120,0.029,2.099,2.157,0.014
03/02/2013,09/02/2013,CENTRO OESTE,MATO GROSSO,OLEO DIESEL S10,38,R$/l,2.653,0.139,2.380,3.050,0.326,0.052,2.327,0.101,2.198,2.554,0.043
03/02/2013,09/02/2013,CENTRO OESTE,MATO GROSSO DO SUL,OLEO DIESEL S10,32,R$/l,2.542,0.080,2.430,2.740,0.308,0.031,2.234,0.062,2.031,2.274,0.028
03/02/2013,09/02/2013,SUDESTE,MINAS GERAIS,OLEO DIESEL S10,122,R$/l,2.347,0.080,2.199,2.639,0.284,0.034,2.063,0.078,1.919,2.269,0.038
03/02/2013,09/02/2013,NORTE,PARA,OLEO DIESEL S10,79,R$/l,2.379,0.141,2.189,2.800,0.277,0.059,2.102,0.055,2.004,2.246,0.026
03/02/2013,09/02/2013,NORDESTE,PARAIBA,OLEO DIESEL S10,14,R$/l,2.256,0.077,2.120,2.390,0.274,0.034,1.982,0.085,1.892,2.145,0.043
03/02/2013,09/02/2013,SUL,PARANA,OLEO DIESEL S10,103,R$/l,2.236,0.070,2.089,2.430,0.268,0.031,1.968,0.059,1.905,2.153,0.030
03/02/2013,09/02/2013,NORDESTE,PERNAMBUCO,OLEO DIESEL S10,170,R$/l,2.266,0.052,2.060,2.400,0.259,0.023,2.007,0.060,1.910,2.177,0.030
03/02/2013,09/02/2013,NORDESTE,PIAUI,OLEO DIESEL S10,17,R$/l,2.311,0.050,2.220,2.390,0.305,0.022,2.006,0.021,1.981,2.018,0.010
03/02/2013,09/02/2013,SUDESTE,RIO DE JANEIRO,OLEO DIESEL S10,81,R$/l,2.363,0.111,2.190,2.799,0.342,0.047,2.021,0.057,1.913,2.121,0.028
03/02/2013,09/02/2013,NORDESTE,RIO GRANDE DO NORTE,OLEO DIESEL S10,23,R$/l,2.355,0.033,2.299,2.450,0.311,0.014,2.044,0.020,2.022,2.060,0.010
03/02/2013,09/02/2013,SUL,RIO GRANDE DO SUL,OLEO DIESEL S10,119,R$/l,2.417,0.089,2.220,2.710,0.334,0.037,2.083,0.069,1.928,2.263,0.033
03/02/2013,09/02/2013,NORTE,RONDONIA,OLEO DIESEL S10,11,R$/l,2.535,0.082,2.419,2.690,0,0.032,0,0,0,0,0
03/02/2013,09/02/2013,NORTE,RORAIMA,OLEO DIESEL S10,8,R$/l,2.614,0.033,2.580,2.650,0.455,0.013,2.159,0.043,2.100,2.191,0.020
03/02/2013,09/02/2013,SUL,SANTA CATARINA,OLEO DIESEL S10,86,R$/l,2.349,0.096,2.059,2.615,0.366,0.041,1.983,0.072,1.909,2.158,0.036
03/02/2013,09/02/2013,SUDESTE,SAO PAULO,OLEO DIESEL S10,375,R$/l,2.312,0.070,2.129,2.550,0.302,0.030,2.010,0.070,1.796,2.234,0.035
03/02/2013,09/02/2013,NORDESTE,SERGIPE,OLEO DIESEL S10,19,R$/l,2.381,0.084,2.199,2.499,0.301,0.035,2.080,0.071,1.989,2.215,0.034
03/02/2013,09/02/2013,NORTE,TOCANTINS,OLEO DIESEL S10,9,R$/l,2.284,0.057,2.220,2.390,0.286,0.025,1.998,0.009,1.991,2.005,0.005
10/02/2013,16/02/2013,NORTE,ACRE,ETANOL HIDRATADO,33,R$/l,2.635,0.048,2.520,2.710,0.328,0.018,2.307,0.177,2.132,2.601,0.077
10/02/2013,16/02/2013,NORDESTE,ALAGOAS,ETANOL HIDRATADO,97,R$/l,2.338,0.086,2.150,2.600,0.278,0.037,2.060,0.079,1.751,2.225,0.038
10/02/2013,16/02/2013,NORTE,AMAPA,ETANOL HIDRATADO,7,R$/l,2.312,0.124,2.180,2.550,0.339,0.054,1.973,0.000,1.973,1.973,0.000
10/02/2013,16/02/2013,NORTE,AMAZONAS,ETANOL HIDRATADO,74,R$/l,2.372,0.093,2.250,2.800,0.223,0.039,2.149,0.047,2.000,2.214,0.022
10/02/2013,16/02/2013,NORDESTE,BAHIA,ETANOL HIDRATADO,417,R$/l,2.246,0.116,1.980,2.640,0.321,0.052,1.925,0.107,1.583,2.248,0.056
10/02/2013,16/02/2013,NORDESTE,CEARA,ETANOL HIDRATADO,204,R$/l,2.303,0.077,2.090,2.560,0.215,0.033,2.088,0.057,1.950,2.198,0.027
10/02/2013,16/02/2013,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,79,R$/l,2.267,0.012,2.220,2.299,0.243,0.005,2.024,0.023,1.992,2.044,0.011
10/02/2013,16/02/2013,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,169,R$/l,2.486,0.086,2.190,2.790,0.349,0.035,2.137,0.083,1.988,2.422,0.039
10/02/2013,16/02/2013,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,255,R$/l,1.986,0.106,1.790,2.270,0.276,0.053,1.710,0.072,1.581,1.930,0.042
10/02/2013,16/02/2013,NORDESTE,MARANHAO,ETANOL HIDRATADO,97,R$/l,2.358,0.150,1.999,2.999,0.243,0.064,2.115,0.114,1.840,2.257,0.054
10/02/2013,16/02/2013,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,142,R$/l,1.998,0.083,1.790,2.199,0.381,0.042,1.617,0.076,1.450,1.778,0.047
10/02/2013,16/02/2013,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,128,R$/l,2.151,0.147,1.989,2.499,0.315,0.068,1.836,0.085,1.581,2.045,0.046
